"","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
"3572338",6,29,7,859,850,1326,1324,"CO",510,"N14336",207,214,177,2,9,"IAH","EWR",1400,8,22,0,"",0,NA,NA,NA,NA,NA
"2065451",4,18,5,1635,1640,1758,1800,"US",1880,"N756US",83,80,58,-2,-5,"DCA","PVD",357,4,21,0,"",0,NA,NA,NA,NA,NA
"2499447",5,11,7,1703,1640,1827,1807,"XE",2883,"N15948",84,87,66,20,23,"LIT","IAH",374,9,9,0,"",0,20,0,0,0,0
"1980688",4,29,2,1502,1505,1559,1604,"OO",3827,"N426SW",117,119,97,-5,-3,"SLC","PDX",630,4,16,0,"",0,NA,NA,NA,NA,NA
"1080411",2,8,5,1852,1850,2041,2040,"AA",1355,"N4YEAA",229,230,205,1,2,"DFW","SJC",1438,6,18,0,"",0,NA,NA,NA,NA,NA
"2623679",5,14,3,1153,1155,1400,1414,"UA",581,"N847UA",247,259,232,-14,-2,"ORD","PDX",1739,2,13,0,"",0,NA,NA,NA,NA,NA
"5999346",11,20,4,559,600,716,720,"WN",1865,"N715SW",77,80,60,-4,-1,"SMF","LAS",397,7,10,0,"",0,NA,NA,NA,NA,NA
"4694364",8,10,7,1618,1620,1806,1811,"9E",2915,"89429E",108,111,85,-5,-2,"SWF","DTW",479,10,13,0,"",0,NA,NA,NA,NA,NA
"744459",2,25,1,2351,2359,116,128,"YV",2799,"N926LR",85,89,59,-12,-8,"LAS","SJC",386,7,19,0,"",0,NA,NA,NA,NA,NA
"678542",2,25,1,1206,1205,1302,1305,"WN",331,"N347SW",56,60,39,-3,1,"FLL","MCO",178,5,12,0,"",0,NA,NA,NA,NA,NA
"237190",1,4,5,1652,1656,1842,1855,"UA",639,"N519UA",230,239,213,-13,-4,"BWI","DEN",1491,7,10,0,"",0,NA,NA,NA,NA,NA
"4727209",8,13,3,1420,1355,1515,1450,"AA",721,"N271AA",55,55,35,25,25,"DFW","AUS",190,3,17,0,"",0,25,0,0,0,0
"52123",1,19,6,1444,1445,1635,1625,"WN",1567,"N753SW",171,160,148,10,-1,"BDL","BNA",852,5,18,0,"",0,NA,NA,NA,NA,NA
"517716",1,11,5,1506,1510,1624,1630,"AA",1816,"N478AA",78,80,61,-6,-4,"DFW","MEM",432,3,14,0,"",0,NA,NA,NA,NA,NA
"4942483",9,3,3,1514,1520,1639,1647,"XE",2480,"N12142",85,87,68,-8,-6,"CLE","BTV",489,5,12,0,"",0,NA,NA,NA,NA,NA
"4343136",8,29,5,1726,1725,2043,2040,"XE",2284,"N14902",137,135,111,3,1,"IAH","TYS",772,6,20,0,"",0,NA,NA,NA,NA,NA
"954187",2,23,6,1239,1203,1509,1421,"FL",1695,"N279AT",150,138,116,48,36,"EWR","ATL",745,10,24,0,"",0,0,0,12,0,36
"1469123",3,25,2,1043,1040,1420,1420,"US",45,"N909AW",397,400,372,0,3,"PHX","KOA",2860,5,20,0,"",0,NA,NA,NA,NA,NA
"4151100",7,4,5,819,830,1131,1127,"AS",495,"N776AS",192,177,160,4,-11,"SAN","SEA",1050,7,25,0,"",0,NA,NA,NA,NA,NA
"1711183",3,16,7,959,1000,1407,1405,"AA",2478,"N5DCAA",248,245,227,2,-1,"SJU","BOS",1674,9,12,0,"",0,NA,NA,NA,NA,NA
"1492965",3,25,2,2221,2227,530,600,"DL",1236,"N3735D",249,273,231,-30,-6,"OAK","ATL",2130,5,13,0,"",0,NA,NA,NA,NA,NA
"3039580",6,16,1,800,800,857,905,"WN",445,"N784SW",57,65,42,-8,0,"BUR","LAS",223,5,10,0,"",0,NA,NA,NA,NA,NA
"6396012",11,29,6,939,945,1029,1050,"AA",2096,"N4UBAA",50,65,34,-21,-6,"AUS","DFW",190,6,10,0,"",0,NA,NA,NA,NA,NA
"3701678",7,31,4,911,920,1004,1016,"XE",100,"N16559",53,56,39,-12,-9,"FAT","ONT",222,4,10,0,"",0,NA,NA,NA,NA,NA
"5130525",9,29,1,1417,1422,1554,1539,"DL",1450,"N669DN",97,77,53,15,-5,"ATL","RDU",356,8,36,0,"",0,0,0,15,0,0
"864063",2,13,3,844,845,1007,1026,"US",1026,"N922UW",83,101,71,-19,-1,"TPA","CLT",508,2,10,0,"",0,NA,NA,NA,NA,NA
"864032",2,13,3,709,715,835,848,"US",1574,"N715UW",86,93,73,-13,-6,"SLC","PHX",507,3,10,0,"",0,NA,NA,NA,NA,NA
"4760511",8,10,7,1145,1145,1640,1655,"AA",2167,"N7BVAA",175,190,149,-15,0,"LAX","DFW",1235,12,14,0,"",0,NA,NA,NA,NA,NA
"3910883",7,31,4,4,2355,742,749,"US",1754,"N927UW",278,294,248,-7,9,"LAS","PHL",2176,3,27,0,"",0,NA,NA,NA,NA,NA
"2730463",5,18,7,953,951,1137,1135,"EV",4913,"N924EV",104,104,73,2,2,"ATL","CAK",528,4,27,0,"",0,NA,NA,NA,NA,NA
"6650487",12,18,4,1552,1540,1832,1831,"OO",6360,"N948SW",100,111,77,1,12,"SFO","SLC",599,8,15,0,"",0,NA,NA,NA,NA,NA
"1171714",2,11,1,809,730,923,839,"DL",1943,"N928DL",74,69,46,44,39,"LGA","DCA",214,3,25,0,"",0,39,0,5,0,0
"3652194",7,17,4,2002,1920,32,5,"WN",982,"N914WN",150,165,137,27,42,"LAS","AUS",1090,4,9,0,"",0,0,0,0,0,27
"419713",1,27,7,646,659,809,820,"MQ",4778,"N732DH",83,81,64,-11,-13,"DCA","BOS",399,7,12,0,"",0,NA,NA,NA,NA,NA
"6892207",12,14,7,1601,1600,1637,1640,"9E",2956,"88399E",96,100,76,-3,1,"DTW","CID",431,7,13,0,"",0,NA,NA,NA,NA,NA
"6685837",12,2,2,1834,1835,2018,2010,"UA",1166,"N370UA",104,95,55,8,-1,"SFO","LAX",337,8,41,0,"",0,NA,NA,NA,NA,NA
"4806430",8,15,5,1205,1206,NA,1314,"CO",522,"N76508",NA,68,NA,NA,-1,"MSY","IAH",305,NA,13,0,"",1,NA,NA,NA,NA,NA
"4686961",8,12,2,1758,1802,2003,2016,"NW",1436,"N375NC",65,74,40,-13,-4,"MKE","DTW",238,14,11,0,"",0,NA,NA,NA,NA,NA
"5582778",10,9,4,1032,1021,1448,1417,"UA",1,"N215UA",556,536,515,31,11,"ORD","HNL",4243,3,38,0,"",0,11,0,20,0,0
"5350129",9,22,1,1122,1125,1410,1415,"CO",1816,"N17344",168,170,146,-5,-3,"IAH","MSP",1034,4,18,0,"",0,NA,NA,NA,NA,NA
"4351965",8,27,3,552,600,809,800,"XE",2309,"N12122",197,180,167,9,-8,"PIT","IAH",1117,16,14,0,"",0,NA,NA,NA,NA,NA
"5984395",11,16,7,1414,1340,1534,1510,"WN",2351,"N657SW",80,90,67,24,34,"MDW","MCI",405,3,10,0,"",0,7,0,0,0,17
"4940892",9,10,3,1128,1141,1504,1500,"XE",2718,"N29906",156,139,122,4,-13,"BHM","EWR",850,14,20,0,"",0,NA,NA,NA,NA,NA
"856567",2,7,4,1542,1545,1710,1715,"US",471,"N813AW",88,90,64,-5,-3,"SFO","LAS",414,9,15,0,"",0,NA,NA,NA,NA,NA
"1039904",2,11,1,1656,1705,2010,2017,"9E",3791,"87109E",134,132,93,-7,-9,"BHM","DTW",625,19,22,0,"",0,NA,NA,NA,NA,NA
"4640297",8,30,6,2100,2105,2325,2345,"MQ",3901,"N814AE",145,160,132,-20,-5,"MIA","CMH",990,5,8,0,"",0,NA,NA,NA,NA,NA
"5657447",10,1,3,929,930,1027,1030,"WN",43,"N676SW",58,60,45,-3,-1,"ONT","LAS",197,6,7,0,"",0,NA,NA,NA,NA,NA
"1418229",3,3,1,1858,1901,2044,2044,"UA",655,"N842UA",166,163,123,0,-3,"EWR","ORD",719,9,34,0,"",0,NA,NA,NA,NA,NA
"4832993",8,7,4,1258,1300,1400,1405,"DL",1746,"N3740C",62,65,43,-5,-2,"BOI","SLC",291,9,10,0,"",0,NA,NA,NA,NA,NA
"4880913",9,14,7,1121,1115,1221,1220,"WN",16,"N735SA",60,65,46,1,6,"DAL","LBB",293,4,10,0,"",0,NA,NA,NA,NA,NA
"6936308",12,30,2,1555,1505,1650,1600,"AA",1960,"N3BGAA",55,55,38,50,50,"MIA","TPA",204,2,15,0,"",0,1,0,0,0,49
"3803239",7,15,2,1114,1120,1213,1220,"OO",6377,"N924SW",59,60,36,-7,-6,"DEN","CPR",230,4,19,0,"",0,NA,NA,NA,NA,NA
"2930739",5,28,3,714,710,951,944,"AS",530,"N786AS",157,154,132,7,4,"SEA","ONT",956,4,21,0,"",0,NA,NA,NA,NA,NA
"5209877",9,1,1,2136,2145,2241,2255,"MQ",4175,"N657AE",65,70,48,-14,-9,"ORD","DSM",299,3,14,0,"",0,NA,NA,NA,NA,NA
"1683330",3,5,3,1910,1905,2107,2105,"AA",1183,"N402AA",177,180,159,2,5,"DTW","DFW",987,4,14,0,"",0,NA,NA,NA,NA,NA
"5110401",9,1,1,731,735,924,940,"WN",3090,"N380SW",113,125,98,-16,-4,"PHX","OAK",646,4,11,0,"",0,NA,NA,NA,NA,NA
"1339247",3,20,4,858,900,1030,1034,"OH",5626,"N526CA",92,94,70,-4,-2,"DCA","BOS",399,10,12,0,"",0,NA,NA,NA,NA,NA
"2910547",5,9,5,1840,1805,1941,1910,"AA",1935,"N5CBAA",61,65,39,31,35,"MCO","MIA",193,5,17,0,"",0,19,0,0,0,12
"2265377",4,20,7,1605,1605,1839,1845,"AA",322,"N259AA",94,100,74,-6,0,"ELP","DFW",551,9,11,0,"",0,NA,NA,NA,NA,NA
"6092672",11,23,7,1920,1925,2042,2110,"OO",4456,"N466SW",82,105,68,-28,-5,"SLC","ABQ",493,6,8,0,"",0,NA,NA,NA,NA,NA
"5774960",10,23,4,750,800,1004,1010,"MQ",4800,"N843MQ",134,130,97,-6,-10,"LGA","CVG",585,6,31,0,"",0,NA,NA,NA,NA,NA
"6839922",12,11,4,1759,1755,1810,1755,"MQ",4250,"N925MQ",71,60,33,15,4,"AZO","ORD",122,27,11,0,"",0,0,0,15,0,0
"5155578",9,10,3,724,730,918,931,"F9",278,"N944FR",114,121,91,-13,-6,"BOI","DEN",649,12,11,0,"",0,NA,NA,NA,NA,NA
"6444106",11,6,4,1701,1710,2124,2130,"CO",234,"N12225",203,200,186,-6,-9,"ANC","SEA",1449,6,11,0,"",0,NA,NA,NA,NA,NA
"4163968",7,1,2,922,935,1803,1806,"B6",352,"N605JB",341,331,311,-3,-13,"BUR","JFK",2465,9,21,0,"",0,NA,NA,NA,NA,NA
"1005565",2,27,3,1929,1930,2241,2241,"NW",180,"N319NB",132,131,112,0,-1,"MEM","MIA",860,6,14,0,"",0,NA,NA,NA,NA,NA
"3941884",7,21,1,2322,2135,132,2246,"EV",4378,"N978EV",130,71,47,166,107,"ATL","TRI",227,5,78,0,"",0,67,40,59,0,0
"6271761",11,28,5,1005,1010,1216,1233,"FL",368,"N989AT",131,143,100,-17,-5,"ATL","LGA",761,5,26,0,"",0,NA,NA,NA,NA,NA
"3404061",6,22,7,925,930,951,1000,"MQ",4164,"N640AE",86,90,68,-9,-5,"PIT","ORD",412,4,14,0,"",0,NA,NA,NA,NA,NA
"2079903",4,29,2,1948,1950,2131,2044,"US",1882,"N956UW",103,54,47,47,-2,"RDU","CLT",130,15,41,0,"",0,0,0,47,0,0
"3596360",6,13,5,1001,1006,1542,1555,"DL",1182,"N911DA",221,229,191,-13,-5,"SLC","CLE",1565,8,22,0,"",0,NA,NA,NA,NA,NA
"6031947",11,29,6,2005,2005,2201,2233,"XE",2877,"N18557",176,208,150,-32,0,"EWR","MSP",1008,6,20,0,"",0,NA,NA,NA,NA,NA
"1755201",3,14,5,1705,1700,2027,2018,"CO",787,"N23708",382,378,344,9,5,"EWR","SNA",2433,5,33,0,"",0,NA,NA,NA,NA,NA
"642591",2,14,4,713,710,938,940,"WN",958,"N623SW",145,150,131,-2,3,"AUS","MDW",972,5,9,0,"",0,NA,NA,NA,NA,NA
"510293",1,28,1,2237,2155,26,2340,"AA",1509,"N621AA",229,225,212,46,42,"ORD","LAS",1515,7,10,0,"",0,0,0,46,0,0
"4210682",7,2,3,1404,1404,2200,2155,"DL",1058,"N377DA",296,291,263,5,0,"SEA","ATL",2182,10,23,0,"",0,NA,NA,NA,NA,NA
"472981",1,17,4,2048,1905,2159,2012,"9E",5846,"86599E",71,67,36,107,103,"SBN","DTW",157,17,18,0,"",0,0,0,4,0,103
"4568215",8,2,6,1240,1130,1410,1257,"EV",4539,"N909EV",90,87,60,73,70,"MIA","TLH",403,3,27,0,"",0,70,0,3,0,0
"3252541",6,18,3,1947,1844,2311,2224,"UA",1568,"N481UA",144,160,121,47,63,"ORD","TPA",1012,3,20,0,"",0,9,0,0,0,38
"467497",1,4,5,824,826,1028,1050,"9E",5700,"89449E",64,84,49,-22,-2,"MEM","TYS",342,4,11,0,"",0,NA,NA,NA,NA,NA
"6731447",12,1,1,1237,1235,1732,1745,"WN",276,"N420WN",175,190,157,-13,2,"LAS","HOU",1235,4,14,0,"",0,NA,NA,NA,NA,NA
"1657825",3,12,3,1615,1620,1726,1740,"9E",5915,"88849E",71,80,56,-14,-5,"MOB","MEM",317,8,7,0,"",0,NA,NA,NA,NA,NA
"3423508",6,29,7,712,715,836,840,"NW",234,"N514US",84,85,62,-4,-3,"DTW","DCA",405,5,17,0,"",0,NA,NA,NA,NA,NA
"2197543",4,30,3,900,855,955,955,"MQ",4408,"N615AE",55,60,42,0,5,"RST","ORD",268,7,6,0,"",0,NA,NA,NA,NA,NA
"4178997",7,27,7,2358,2040,249,2340,"B6",1206,"N292JB",171,180,154,189,198,"RSW","HPN",1102,5,12,0,"",0,8,0,0,0,181
"3075721",6,26,4,935,935,1708,1655,"WN",2896,"N923WN",273,260,240,13,0,"PHX","MCO",1848,11,22,0,"",0,NA,NA,NA,NA,NA
"4037904",7,2,3,2139,2000,2254,2115,"MQ",4559,"N847AE",75,75,46,99,99,"BOS","JFK",187,10,19,0,"",0,0,0,83,0,16
"5584865",10,6,1,839,840,1119,1127,"UA",81,"N671UA",340,347,324,-8,-1,"LAX","HNL",2556,3,13,0,"",0,NA,NA,NA,NA,NA
"695639",2,18,1,955,955,1235,1224,"XE",116,"N11547",160,149,132,11,0,"GEG","ONT",936,3,25,0,"",0,NA,NA,NA,NA,NA
"2591015",5,22,4,740,745,852,852,"OO",6046,"N925SW",72,67,50,0,-5,"DRO","DEN",251,9,13,0,"",0,NA,NA,NA,NA,NA
"3738817",7,1,2,700,700,1106,1046,"YV",2686,"N926LR",186,166,147,20,0,"SAT","CLT",1095,6,33,0,"",0,0,0,20,0,0
"198853",1,19,6,1558,1535,1750,1720,"OO",6023,"N926SW",112,105,87,30,23,"ORD","MEM",491,4,21,0,"",0,0,30,0,0,0
"6645677",12,2,2,708,717,900,905,"OO",6014,"N924SW",112,108,89,-5,-9,"XNA","ORD",522,5,18,0,"",0,NA,NA,NA,NA,NA
"5671952",10,22,3,1332,1335,1511,1512,"DL",811,"N998DL",99,97,74,-1,-3,"ATL","RSW",515,5,20,0,"",0,NA,NA,NA,NA,NA
"3727460",7,25,5,1458,1450,1606,1613,"XE",2610,"N17513",128,143,116,-7,8,"GSP","IAH",838,5,7,0,"",0,NA,NA,NA,NA,NA
"3819785",7,25,5,648,640,808,809,"OO",5832,"N964SW",80,89,60,-1,8,"ORD","BNA",409,7,13,0,"",0,NA,NA,NA,NA,NA
"2222254",4,4,5,1201,1205,1706,1720,"NW",780,"N525US",185,195,168,-14,-4,"LAS","MSP",1300,3,14,0,"",0,NA,NA,NA,NA,NA
"6796860",12,12,5,1153,1134,1327,1302,"FL",745,"N935AT",94,88,78,25,19,"MCO","ATL",403,7,9,0,"",0,0,0,6,0,19
"1081764",2,13,3,1302,1305,1509,1525,"AA",1408,"N546AA",187,200,164,-16,-3,"RIC","DFW",1158,10,13,0,"",0,NA,NA,NA,NA,NA
"2421619",5,13,2,2153,2135,2301,2250,"WN",2373,"N251WN",68,75,56,11,18,"BWI","PVD",328,3,9,0,"",0,NA,NA,NA,NA,NA
"4626768",8,23,6,1302,1310,1354,1405,"MQ",3376,"N900AE",52,55,38,-11,-8,"SHV","DFW",190,8,6,0,"",0,NA,NA,NA,NA,NA
"1663856",3,20,4,1729,1540,1909,1725,"AA",337,"N518AA",160,165,117,104,109,"LGA","ORD",733,14,29,0,"",0,0,9,0,0,95
"5023535",9,21,7,1536,1535,1716,1710,"OO",3712,"N817SK",100,95,78,6,1,"CVG","PHL",507,3,19,0,"",0,NA,NA,NA,NA,NA
"5828157",10,4,6,2014,2015,2146,2150,"AA",322,"N518AA",92,95,80,-4,-1,"DFW","BHM",597,2,10,0,"",0,NA,NA,NA,NA,NA
"5031330",9,26,5,708,715,843,855,"OO",4094,"N457SW",95,100,80,-12,-7,"ABQ","SLC",493,4,11,0,"",0,NA,NA,NA,NA,NA
"478825",1,16,3,1531,1520,2341,2330,"AA",164,"N5FKAA",310,310,283,11,11,"LAX","EWR",2454,6,21,0,"",0,NA,NA,NA,NA,NA
"6804534",12,24,3,1829,1810,2012,1957,"FL",76,"N326AT",103,107,88,15,19,"ATL","FLL",581,4,11,0,"",0,0,0,0,0,15
"3823452",7,27,7,1210,1204,1255,1254,"OO",6573,"N703SK",45,50,24,1,6,"DEN","HDN",142,4,17,0,"",0,NA,NA,NA,NA,NA
"533211",1,14,1,1318,1320,2022,2040,"AQ",482,"N746AL",304,320,290,-18,-2,"HNL","SNA",2583,4,10,0,"",0,NA,NA,NA,NA,NA
"3154559",6,13,5,1950,1950,2110,2100,"OH",5217,"N810CA",80,70,47,10,0,"CVG","CLE",221,6,27,0,"",0,NA,NA,NA,NA,NA
"2144974",4,11,5,2345,2305,118,56,"FL",265,"N963AT",93,111,76,22,40,"ATL","FNT",644,6,11,0,"",0,0,0,0,0,22
"5779505",10,5,7,726,730,812,819,"NW",197,"N371NW",106,109,89,-7,-4,"IND","MSP",503,5,12,0,"",0,NA,NA,NA,NA,NA
"2674377",5,24,6,1449,1450,1634,1633,"US",1965,"N948UW",105,103,74,1,-1,"CLT","IND",428,7,24,0,"",0,NA,NA,NA,NA,NA
"759926",2,21,4,1058,1104,1230,1239,"OH",5435,"N954CA",92,95,77,-9,-6,"RDU","CVG",390,3,12,0,"",0,NA,NA,NA,NA,NA
"4412197",8,5,2,1949,1955,2111,2120,"OO",6461,"N916SW",82,85,58,-9,-6,"LAX","SMF",373,5,19,0,"",0,NA,NA,NA,NA,NA
"2557664",5,1,4,1513,1417,1644,1555,"OO",5949,"N956SW",91,98,72,49,56,"BNA","ORD",409,9,10,0,"",0,0,0,0,0,49
"6896953",12,16,2,1407,1410,1816,1730,"AA",117,"N327AA",429,380,369,46,-3,"JFK","LAX",2475,8,52,0,"",0,0,0,46,0,0
"3328938",6,7,6,937,940,1026,1040,"EV",4608,"N838AS",49,60,28,-14,-3,"ATL","TYS",152,3,18,0,"",0,NA,NA,NA,NA,NA
"3306274",6,24,2,948,945,1135,1134,"DL",1843,"N975DL",107,109,80,1,3,"ATL","PBI",545,6,21,0,"",0,NA,NA,NA,NA,NA
"6871229",12,14,7,2227,2220,42,2353,"NW",1469,"N8928E",135,93,71,49,7,"MSP","MOT",449,5,59,0,"",0,7,0,42,0,0
"343457",1,18,5,1213,1205,1432,1420,"EV",4833,"N876AS",139,135,117,12,8,"ABE","ATL",692,13,9,0,"",0,NA,NA,NA,NA,NA
"1461516",3,19,3,852,852,1005,1012,"US",209,"N831AW",73,80,48,-7,0,"PHX","LAS",256,9,16,0,"",0,NA,NA,NA,NA,NA
"3357741",6,14,6,917,920,946,959,"FL",188,"N937AT",89,99,69,-13,-3,"ATL","STL",483,5,15,0,"",0,NA,NA,NA,NA,NA
"6115067",11,25,2,1357,1350,1539,1549,"OO",5969,"N964SW",102,119,86,-10,7,"DEN","HLN",594,4,12,0,"",0,NA,NA,NA,NA,NA
"2176421",4,27,7,2100,2045,2154,2145,"MQ",3551,"N636AE",54,60,40,9,15,"DFW","SJT",228,3,11,0,"",0,NA,NA,NA,NA,NA
"4855256",9,6,6,930,930,1138,1140,"WN",2726,"N422WN",188,190,169,-2,0,"BWI","OKC",1180,12,7,0,"",0,NA,NA,NA,NA,NA
"3920640",7,21,1,555,600,739,744,"DL",1552,"N917DE",104,104,82,-5,-5,"ORF","ATL",516,10,12,0,"",0,NA,NA,NA,NA,NA
"5896801",10,22,3,1357,1400,2202,2157,"B6",302,"N605JB",305,297,287,5,-3,"OAK","IAD",2408,6,12,0,"",0,NA,NA,NA,NA,NA
"4657610",8,20,3,559,600,737,735,"MQ",4592,"N736DT",98,95,75,2,-1,"BOS","DCA",399,3,20,0,"",0,NA,NA,NA,NA,NA
"5682818",10,30,4,557,600,719,723,"DL",1699,"N674DL",82,83,53,-4,-3,"RDU","ATL",356,6,23,0,"",0,NA,NA,NA,NA,NA
"3973463",7,6,7,1009,1015,1110,1120,"FL",546,"N998AT",61,65,38,-10,-6,"ATL","SAV",215,6,17,0,"",0,NA,NA,NA,NA,NA
"80163",1,27,7,2210,1835,57,2130,"WN",2300,"N692SW",107,115,94,207,215,"STL","BWI",737,4,9,0,"",0,5,0,0,0,202
"565851",1,10,4,1055,1100,1210,1205,"CO",1124,"N46625",75,65,41,5,-5,"EWR","BOS",200,7,27,0,"",0,NA,NA,NA,NA,NA
"944920",2,10,7,1240,1250,1453,1453,"FL",222,"N959AT",133,123,104,0,-10,"FLL","PHF",792,6,23,0,"",0,NA,NA,NA,NA,NA
"2663904",5,15,4,1036,1040,1156,1208,"US",1453,"N705UW",80,88,67,-12,-4,"PIT","CLT",366,5,8,0,"",0,NA,NA,NA,NA,NA
"848253",2,1,5,1427,1430,1616,1559,"US",2036,"N760US",109,89,76,17,-3,"DCA","BOS",399,7,26,0,"",0,0,0,17,0,0
"3737730",7,29,2,1729,1717,NA,1817,"XE",2105,"N18101",NA,60,NA,NA,12,"GRR","CLE",214,NA,14,0,"",1,NA,NA,NA,NA,NA
"5761014",10,23,4,1846,1845,1931,1935,"MQ",4095,"N620MQ",45,50,21,-4,1,"MKE","ORD",67,13,11,0,"",0,NA,NA,NA,NA,NA
"3160135",6,23,1,740,745,1055,1041,"OH",5158,"N675BR",195,176,165,14,-5,"BOS","JAX",1011,5,25,0,"",0,NA,NA,NA,NA,NA
"91750",1,31,4,2204,1820,40,2015,"WN",3757,"N778SW",156,115,104,265,224,"JAN","MDW",666,17,35,0,"",0,0,80,41,0,144
"1778744",3,8,6,1349,1055,1553,1302,"DL",649,"N624DL",304,307,284,171,174,"ATL","SFO",2139,7,13,0,"",0,0,0,0,0,171
"5496447",10,9,4,1034,1033,1217,1148,"XE",2263,"N11535",103,75,46,29,1,"BTV","EWR",266,4,53,0,"",0,0,0,29,0,0
"2851012",5,9,5,1205,1204,1301,1258,"9E",3770,"89219E",56,54,30,3,1,"DTW","CAK",133,8,18,0,"",0,NA,NA,NA,NA,NA
"2442027",5,19,1,1407,1405,1510,1505,"WN",1322,"N777QC",63,60,45,5,2,"FLL","TPA",197,3,15,0,"",0,NA,NA,NA,NA,NA
"4485931",8,31,7,1454,1505,1611,1623,"UA",1185,"N938UA",137,138,120,-12,-11,"DEN","SAN",853,2,15,0,"",0,NA,NA,NA,NA,NA
"4651292",8,16,6,1209,1215,1320,1320,"MQ",4310,"N631AE",131,125,97,0,-6,"CLT","ORD",599,9,25,0,"",0,NA,NA,NA,NA,NA
"3896174",7,20,7,1454,1450,1626,1616,"US",1854,"N950UW",92,86,56,10,4,"CLT","BWI",361,7,29,0,"",0,NA,NA,NA,NA,NA
"4613949",8,31,7,652,700,1443,1447,"FL",19,"N286AT",291,287,267,-4,-8,"SEA","ATL",2182,7,17,0,"",0,NA,NA,NA,NA,NA
"508827",1,5,6,1108,1110,1312,1310,"AA",1457,"N506AA",184,180,151,2,-2,"MCO","DFW",984,23,10,0,"",0,NA,NA,NA,NA,NA
"4695076",8,17,7,1208,1215,1353,1401,"9E",2940,"86949E",105,106,75,-8,-7,"ABE","DTW",424,15,15,0,"",0,NA,NA,NA,NA,NA
"4125441",7,14,1,1736,1735,2154,2155,"AA",1342,"N508AA",138,140,113,-1,1,"PHX","DFW",868,14,11,0,"",0,NA,NA,NA,NA,NA
"4533269",8,1,5,947,950,1103,1110,"WN",1399,"N352SW",76,80,65,-7,-3,"DAL","MSY",437,3,8,0,"",0,NA,NA,NA,NA,NA
"6800963",12,18,4,1811,1816,2020,2028,"FL",493,"N273AT",129,132,111,-8,-5,"TPA","BWI",842,8,10,0,"",0,NA,NA,NA,NA,NA
"2218756",4,3,4,752,740,831,820,"NW",619,"N916RW",99,100,85,11,12,"LAN","MSP",455,7,7,0,"",0,NA,NA,NA,NA,NA
"6006637",11,23,7,935,930,1029,1025,"WN",274,"N349SW",54,55,44,4,5,"HRL","SAT",233,3,7,0,"",0,NA,NA,NA,NA,NA
"6817732",12,7,7,1946,1830,2113,1945,"MQ",3115,"N824MQ",87,75,51,88,76,"SJC","LAX",308,6,30,0,"",0,0,0,12,0,76
"6727630",12,29,1,1937,1943,2319,2331,"US",152,"N828AW",162,168,146,-12,-6,"PHX","STL",1262,5,11,0,"",0,NA,NA,NA,NA,NA
"5318946",9,5,5,944,950,1055,1120,"AA",2495,"N479AA",71,90,60,-25,-6,"ORD","MCI",403,3,8,0,"",0,NA,NA,NA,NA,NA
"917581",2,2,6,1224,1226,1353,1400,"EV",4428,"N390CA",89,94,64,-7,-2,"ATL","IND",432,8,17,0,"",0,NA,NA,NA,NA,NA
"5064947",9,20,6,736,743,1056,1101,"UA",1178,"N313UA",140,138,113,-5,-7,"SMF","DEN",910,18,9,0,"",0,NA,NA,NA,NA,NA
"4669922",8,17,7,2224,2231,2309,2316,"NW",354,"N324US",45,45,26,-7,-7,"MSP","DLH",144,8,11,0,"",0,NA,NA,NA,NA,NA
"6581035",12,2,2,2220,2220,2350,2350,"YV",2606,"N912FJ",90,90,67,0,0,"CLT","MDT",413,8,15,0,"",0,NA,NA,NA,NA,NA
"3230844",6,15,7,2136,1854,2220,1944,"UA",505,"N398UA",104,110,88,156,162,"MCI","DEN",533,6,10,0,"",0,0,0,0,0,156
"3921775",7,22,2,742,750,949,956,"DL",1232,"N371DA",127,126,107,-7,-8,"MCO","CVG",756,6,14,0,"",0,NA,NA,NA,NA,NA
"2389936",5,3,6,1731,1555,1832,1705,"WN",794,"N604SW",121,130,107,87,96,"PHL","BNA",675,5,9,0,"",0,0,0,2,0,85
"2805411",5,19,1,557,600,801,755,"MQ",4586,"N721HS",124,115,104,6,-3,"BOS","RDU",612,2,18,0,"",0,NA,NA,NA,NA,NA
"5946831",11,5,3,659,700,945,940,"WN",15,"N388SW",106,100,85,5,-1,"ABQ","DAL",580,4,17,0,"",0,NA,NA,NA,NA,NA
"371427",1,27,7,1310,1312,1427,1435,"FL",295,"N950AT",77,83,60,-8,-2,"ATL","MCO",403,6,11,0,"",0,NA,NA,NA,NA,NA
"2382502",4,11,5,2324,2315,642,627,"DL",1896,"N395DN",258,252,222,15,9,"LAS","MCO",2039,8,28,0,"",0,0,0,6,0,9
"3348115",6,1,7,2036,2006,2211,2152,"FL",915,"N286AT",95,106,78,19,30,"PHF","ATL",508,10,7,0,"",0,0,0,0,0,19
"1556265",3,31,1,1102,1050,1222,1159,"FL",904,"N919AT",80,69,55,23,12,"JAX","ATL",270,14,11,0,"",0,0,0,11,0,12
